ASIS{DrlMcz7fqm7YnVCfRQiclr0u6pFUVJ-r@erhsnrp}, d = 31, i = 10
ASIS{JS!LW3C{jQ7|!HUuRSzlJo0iY!_-{_PMydATAI6r}, d = 34, i = 11
ASIS{JW!v46yI2K96IG9guSnYA-pNTZ9M428i_v@dHScz}, d = 34, i = 11
ASIS{JX!Giv55V@xYs6eoSvD_aHkbZphSsqh5ePoBsfVT}, d = 34, i = 11
ASIS{JY!54SYB5!bY6|?eLE3AH11OPy}bDLWxn!{{wZX1}, d = 34, i = 11
ASIS{JYtFnt6xijnciGfe-!SuS|Q2Jp4FgeomUWrxiUms}, d = 34, i = 11
ASIS{J_ToOr!_tUr2tCTJ-giRI9n}_phbtuuCM-l3Rht@}, d = 34, i = 11
ASIS{JhvcFe{OIEd|vdFEwN7}7WAOkp-8fL|Gy}xLsGnT}, d = 34, i = 11
ASIS{JkAvy0uF@BQDiXJuDQ35S00{i}Qta_Wn_IJM}RPf}, d = 34, i = 11
ASIS{Jl!nhDqZncmPB2aclnBf21TNvMNNMxOm4GdIvRnT}, d = 34, i = 11
ASIS{Jlwl4_L35!DmbN-HJABX@JZ@Bpp0t8r@_jtKoKLi}, d = 34, i = 11
ASIS{Jp!j4!3F0MlMiF9tSUt|7BqLSDf7h8gpYvXdWJTT}, d = 34, i = 11
ASIS{Jr!UH|36R@B2i3iQr4Dv}t5Hu6RHtW77zcl3wdxA}, d = 34, i = 11
ASIS{JrQAc{lAwv@aiXrfrnuM700qo74W_Di4?NiIsAy@}, d = 34, i = 11
ASIS{Jr_F4oF_KPkizLLeRXOjPoh?yN4G-oY0qu?OovD4}, d = 34, i = 11
ASIS{Jr}c3uo_Y3_BIGYeRwycgnLN?mnLcAh7p19}jxY3}, d = 34, i = 11
ASIS{JvVs{DD_faWmiXOqRXz-KQ0-7vxLQTxrlS6SshH_}, d = 34, i = 11
ASIS{JxK58xWof-Isi46eR|stC7MDgpU4m4UL3aLasmQT}, d = 34, i = 11
ASIS{Jys7ja1f_X7_O17e0g0lN1G_D1C}90w}rPbayknY}, d = 34, i = 11
ASIS{Jz!}kkLupO7}JvlLLGDcLZp5_bt_M_MoHyv|cEea}, d = 34, i = 11
ASIS{J{BbBvH_HW}_0rYBpSGzOr?g7pR|US?rp-VZqoni}, d = 34, i = 11
ASIS{J}gv}BfRnbkzWNVzRh!YHsDhOY4k6__9!-dSGdn5}, d = 34, i = 11
ASIS{K-yHPt|Jn6A_hNnxrTRrqC02mniSnBBfDPi?gyP6}, d = 34, i = 11
ASIS{K4gSYL|e5m6_7A68vsCO7fTm}W|BrLOFM7CLsxLT}, d = 34, i = 11
ASIS{K8bv4Nj8t}phMx3Z1J32m!j0fpSXtCM0vdrFwC2I}, d = 34, i = 11
ASIS{KAFvUgapfW7KA2Q0JBfc7pDNY1TAbTtQI?ilsLay}, d = 34, i = 11
ASIS{KAxQMw40ql}zlBTb1H3Jy1I9EdZgT}O!Nj|0RynT}, d = 34, i = 11
ASIS{KHBfyt?MaAyii_ZJpfdl7fpjCT5cti3y_Bi50vYT}, d = 34, i = 11
ASIS{KHZZ1hou5WUZA1}tHodq7SrEr1E{t_l01J_s@EaT}, d = 34, i = 11
ASIS{KSR-Yt?_XE6lfeHjRH_oapq6_qISh-nA407dAIMI}, d = 34, i = 11
ASIS{KTUv4yxN5jQ_MSfxqxGRZx2ul-4S7XoYhoopm739}, d = 34, i = 11
ASIS{KW!v4to_gub_vWllWAmBuZEaN|RFY5DI3zQ!_i_k}, d = 34, i = 11
ASIS{K_NvrJtu5u7_lMfC7a!5Q-QCVMUHKaOeeX73ND8U}, d = 34, i = 11
ASIS{KgdlBP3ET8ZK{U{uRS_JaK0N5QHDAwTrG63jMb6U}, d = 34, i = 11
ASIS{Kn?xj!8_{Rz_g00WRxKg5c80t@Zr0ohMxGrKstdT}, d = 34, i = 11
ASIS{Krd3NF3DFgkkoGavBS1}6@NNzRkVteTl__l}wwvN}, d = 34, i = 11
ASIS{KroSN5Phbq5oi2o2w|?-nPNC_V4IXPOafvlK8jnK}, d = 34, i = 11
ASIS{Kr|qsD-Kj0{Xitu{RSeEWZUrjEoxtMTUAk33Z2b8}, d = 34, i = 11
ASIS{Kx@?_t3I5n03@nLuJj32n1dh8T4wgqu!IeHHhW?Y}, d = 34, i = 11
ASIS{K}!TltzfewIkybgBWZz}7S5NGkSS3uqDhjr!cS8V}, d = 34, i = 11
ASIS{L5!U4GHi5x{Dceoe7gXq6wRN5g0Rd7}5cUeNsCVa}, d = 34, i = 11
ASIS{L6zlzYX159U29DqX4vsJ{1ZNNp7xH4OagJR3BJkI}, d = 34, i = 11
ASIS{L9riH43i?|oKgNIZX?vLGhANMErSStO3ogVSs4{M}, d = 34, i = 11
ASIS{LArC413A1TI4Y!qDhq6cI1YTb0LX!_Ta|8mUQwns}, d = 34, i = 11
ASIS{LJZMWZx}yy7cjeUc38Xr7f3N0oNSahPf3J8{sE6S}, d = 34, i = 11
ASIS{LJn{sel_rE1EFN1}cTXcKFQs?EdfQikjKIumsEKl}, d = 34, i = 11
ASIS{LM9IxS?lyE|4UBYeaSrc7IbZDX?gPGbsOcrzd!8k}, d = 34, i = 11
ASIS{LMzvV?J35i3OfUXGHAPi68FtRY8XtOD-72m3sBnz}, d = 34, i = 11
ASIS{Lf85n2s2RAN_zHAhRS5cvoba{-B25z8O_6W48Cnd}, d = 34, i = 11
ASIS{LkInK7jMiW5_ed-}!Z2MHX0R_wMq7_DrwZa?seuH}, d = 34, i = 11
ASIS{LkoR4d9bKIHuikIXU-2tRB@K1-eg{_!L2PK3LUtT}, d = 34, i = 11
ASIS{Lr!YWfm_WJO@1AwKLJ@nvKrg89ZSoMUGqP0llF-T}, d = 34, i = 11
ASIS{LrDvDo7KIQjGLV8aXYrclHlI_5taBgO5kGfsU4nf}, d = 34, i = 11
ASIS{Lr_1DijI_0F_3Y9fmS3cUu@d2y4hLErkk9?wPX{d}, d = 34, i = 11
ASIS{LrpIs{T!XGi_SZIe8MfLPBqX_pY5Y@wxeTrjGU9e}, d = 34, i = 11
ASIS{Lr}_Iku0ru4E1hbek2Mc7KwCRZ8dN_kk}YzJxEVf}, d = 34, i = 11
ASIS{Lr}vqtK_OgV_Jrsg7JYgr@|T_Om0_b??IbEigTvX}, d = 34, i = 11
ASIS{Ly!@65p_9v5UpQ?uRT-ciB0rLr-{iljVjfjx|!dT}, d = 34, i = 11
ASIS{LyBI4h3Cg39_1Hy_eSdAvx0FAyWC6IijdoRb1EC4}, d = 34, i = 11
ASIS{M0rZ4JGHHL}BK-gRaSrLR101cX4!kDOd4a7icW|l}, d = 34, i = 11
ASIS{M9RuWFu-N}UV3NbfhcVKUez8_p4DHMbreRJX0?nu}, d = 34, i = 11
ASIS{M@Vb1mDlHfWc2NnxrSImHJYNRL!dtGz|xnw3srU-}, d = 34, i = 11
ASIS{MMQQRhGBKf7_-}SeGcVBqeA7_GZG@J3c!8p}senI}, d = 34, i = 11
ASIS{MP_DjzWF@fzMi3De?HDch97tR5m}6K7?_Prkza@t}, d = 34, i = 11
ASIS{MR!hT!}_zxuQRTtPYyuN7xZd_9OU}LUP1UTCA|nT}, d = 34, i = 11
ASIS{MR7bgtjB5H7d28w09-e?7fWU0pQskSbZa@YosKT3}, d = 34, i = 11
ASIS{MSyU}eGAWmw5ew?jRg3TTd0L|8ZSZ5bY_hiKesn2}, d = 34, i = 11
ASIS{MVWJ|NUKf6bki-pORSY_Vw{KIRt|t|Rrjv9jMWzT}, d = 34, i = 11
ASIS{MaCN_eG_5n7GjWRci-P@7yv6eUmZuC-f_PZPXx6q}, d = 34, i = 11
ASIS{MaXVt0t7IgmP}NJj4S3W7B0dz7@Urz@_hN?M4EXD}, d = 34, i = 11
ASIS{Mc9vnRo6C7j_G|vKRyqcYnjL_K@0zT0_HsrHJnO?}, d = 34, i = 11
ASIS{Mhla2Fu{?Gc_V1_iAobX4w0N@pd8jUOr?5__o02G}, d = 34, i = 11
ASIS{Ml!50|fqd!7_QAtIWA8Qo?oNU?-S!wO|WN4-NRND}, d = 34, i = 11
ASIS{Mq!84!WJXpU2u}wx|SZcvXxpTj4_Nys-iHfvCCCT}, d = 34, i = 11
ASIS{Mr!|ex__15WwX6MhuXj{65AAvq4zkvOu@L03Ag?2}, d = 34, i = 11
ASIS{MrBxd6wi3PH_{C?uk3ApUgCYqpsjtIObePvx{gCF}, d = 34, i = 11
ASIS{Mr_CbtoY4hndUxLaRLWpIEQw_caaZpzfzPt8sjm@}, d = 34, i = 11
ASIS{Mrq-4FsEkzr_imBD{DOiiYnBolx627p8zJ63uEdA}, d = 34, i = 11
ASIS{Mrtex|99wqNdibxeRoUr|2EI_q!Hy!0C_rj?LU46}, d = 34, i = 11
ASIS{Mt!ViK95337CJxITiSxM7@6vM}fSt{A{K2mLB@0r}, d = 34, i = 11
ASIS{M{U3Q!{36Y?kDNyjRh_NXSYWjpRi2uq!Xhr3Ys|T}, d = 34, i = 11
ASIS{N1Qv7b8q5U7_lxOQbN{Q9JXW4hFhhvUX{Br2{E73}, d = 34, i = 11
ASIS{N6J-i!m{5S4tGkQARaMccRIk4wjaGGurKzrFst}D}, d = 34, i = 11
ASIS{N94v4YmuOkg4!u6sR0ER7z7E-y4I@VhrFsF6uWbN}, d = 34, i = 11
ASIS{NLqv2632Z47fikrGRSI38WhE8Fz-WHADsx{DmUqy}, d = 34, i = 11
ASIS{NQ!QL!3?nEQmVs@mr67!tgNMqY4m|kJlHTr34xVg}, d = 34, i = 11
ASIS{NQ!QVy}tVbobi8!qe_3!71lN5qRJ?Ha_8HQAN93W}, d = 34, i = 11
ASIS{NQbzh@r85EAB846MjglXA{rN-gCSbv3n0DN3_Ej6}, d = 34, i = 11
ASIS{NWeHAq|_5VE7?Vxz@eH0VYgNZK9_u_!X8Tp6sQyT}, d = 34, i = 11
ASIS{NWyp2@38?O__!!xeKy3pUfRHUQlxt9}K4PqmIlqD}, d = 34, i = 11
ASIS{NYp8v85-xKF|oYTp|SaFdcqc_vASeulr0duzJFYT}, d = 34, i = 11
ASIS{NZUZ4dQam9ybH_Ur0SEEVa0JAReJt_Z|_@xNe1yY}, d = 34, i = 11
ASIS{NbkvTc84DDH}WIIpgP338FkNac4I7_H!uPvPuoIX}, d = 34, i = 11
ASIS{Nd!}_K?_SYHD?HUvEyS8N1qDuph4B@0M_}X3XXxz}, d = 34, i = 11
ASIS{Ne!w7IEXLrjm{XOy8H@cCmb?IppC7NO!_PH6kCuF}, d = 34, i = 11
ASIS{Nf4vak3_3Zk3y?S6kSV-Y90FOJbqn_ZQoreBaLaY}, d = 34, i = 11
ASIS{Nf@5I4rIYZw5LnTe4GHcgw9rmn5AtnKt?Mt3s5LN}, d = 34, i = 11
ASIS{NkEyzteg5qC_JwmI20hV9K!w96n{s_lZ_363!Awj}, d = 34, i = 11
ASIS{NlAU4vBz-ZQQ}2ulQh2o}{ERQ9sSxaOQ_Tw3NEHb}, d = 34, i = 11
ASIS{NrEcD6Ed5uUol5J{!Sccsl0l}mnjfiE!|dulUEIn}, d = 34, i = 11
ASIS{NrX4H7LaIELFiN59Fe3?7BMPifubRLeg?x|lWx|b}, d = 34, i = 11
ASIS{Nrs0qt1HKEQsiCTiocQX}}F}6d4}iC@Qam2M--{X}, d = 34, i = 11
ASIS{NxiOmq3|5chjiNTsDKJuB-NlKrLKtXnm5TuIDrGO}, d = 34, i = 11
ASIS{NxuN4_2c5AuvU}kef-3lglpFloCSjQSYjIrBh3Ax}, d = 34, i = 11
ASIS{O-!v42K|wAD@@N9Zl_nZpX{8wpoxyy@xPaS3}?NF}, d = 34, i = 11
ASIS{O4eM2P3ATdF_blVXVTBe7VOt6Qs?9VLDKPrksVyr}, d = 34, i = 11
ASIS{O5600GTAaEW876f0qoecrqKb_VZ!{AO|yWr2ubqT}, d = 34, i = 11
ASIS{O5?_JV36mF75xqifWs3LgNU{h2?SO_mcaxl3m|Vp}, d = 34, i = 11
ASIS{O@!UJw8_k6R_UlTDb-w46XA?YM-SAv}HgP-VpYPc}, d = 34, i = 11
ASIS{OA!vx9StbV7sMsTeplsZYuMy{fOBNB@QsCOYsuKO}, d = 34, i = 11
ASIS{OAb6yy6sq14ZiNTeGS6yjAs8@HtF1JsQlms39mf|}, d = 34, i = 11
ASIS{OC!boO5P5?9zg6n8cOFc}Fs2yYISLlDjGa83RPmT}, d = 34, i = 11
ASIS{OC1Y4fltOXhsfNPWCHav41ZH15E1tD-l|Pd1VZqT}, d = 34, i = 11
ASIS{OF!vLth_5WLwlFE8G7w0XX0-!CM4IM8?QdJV2lTt}, d = 34, i = 11
ASIS{OP?_gLUs0}7qiPm?LUPc8iL2-p7FtvMzfP|OOuiO}, d = 34, i = 11
ASIS{OXKxYW3LVdK_qpLl8FZc3vLArYeWItHr_P{FN8{k}, d = 34, i = 11
ASIS{O_a{@da2MP7jRNEen3knBz9IVQH76AD9H7K{sEnz}, d = 34, i = 11
ASIS{OcO6dXU6fWpFiNFuez3}h72?Wp6!tCei7P}BAD{!}, d = 34, i = 11
ASIS{OdbxudqXFRC}Ft4kRQ4-It{A_bDDt1OWyPw3wSc7}, d = 34, i = 11
ASIS{Oee}-jI_er8Z8fToRS3{C{eaJd1dGhVrRSAe6Vt4}, d = 34, i = 11
ASIS{Of{E4kwK-AjMirxe3FVc8YcirpU4LhEYOWHxMNnC}, d = 34, i = 11
ASIS{On!dBJfyOq|xiHqNuzZC8t0ludQOK{hgM@rRsEoR}, d = 34, i = 11
ASIS{Or!LFKd_vKB_W9X3tzHsVlO!hQ4@2aKg_gA-{nSB}, d = 34, i = 11
ASIS{Or!e3K3_otKPZgeeIQiZmCMO?ViccB@KkVB3KYhS}, d = 34, i = 11
ASIS{Or?dr6{l5g7_o|_BRNFBnZ?npD78T09rYYZA@YKd}, d = 34, i = 11
ASIS{Or_Y4J39WEe6-VwJ-6lEdt?3_a4pOwJyX2svQxa6}, d = 34, i = 11
ASIS{OroxpX!_0xdGd0F_gI3iz-jDF?x_cvOrWPMVQqi3}, d = 34, i = 11
ASIS{OryX!t!N?dlcim0fR}3c!3C9t!!FLI}9{{lcdFM4}, d = 34, i = 11
ASIS{P!!jVt9Hy4dwlMJmyl}rsw0B||y0@!}nS?riwGsT}, d = 34, i = 11
ASIS{P!7HLR{_XrDoic-iT{8c?W{!ZlIU7b{rAOruX-sM}, d = 34, i = 11
ASIS{P!JUspWZ_wYFiepem7J57KG}Qk4k?FYe|F0Asawl}, d = 34, i = 11
ASIS{P!UJ{d?wCR7{ZZ|bame4ae2N_z-wu2J8_10{s{}G}, d = 34, i = 11
ASIS{P!fZtxCC59{QCxFFRRbqc50L!pKpF-t1_UbVRcA4}, d = 34, i = 11
ASIS{P-!sMcoV-E{}WYTg?WM_z-{Avl4wtU1APMhbz82|}, d = 34, i = 11
ASIS{P-8Sy7bc5mM__Bgnkr3c|fqJM@yrIFWJoDVvxg2T}, d = 34, i = 11
ASIS{P-R|0Y3f6bKdKgQe45kVfqu{_pgoJZnrJ-50InLB}, d = 34, i = 11
ASIS{P-dG40x_qUk2iPUh{8gZXnJae-BlFT5h_{YSM9ET}, d = 34, i = 11
ASIS{P-hZlj3MR}eFzOhay2K?7y0hH54|bjMzueZ2k6ns}, d = 34, i = 11
ASIS{P0LvzJ3AI6K_U_X!RYOwK{0--rSKC@UU6dKwhYcd}, d = 34, i = 11
ASIS{P0ShLc_R{Ua}FlbG{CxfAUnyfp4SYqDx-Pr4dCy7}, d = 34, i = 11
ASIS{P0pybyCW@UzYVhIekS0c@NdZ?0U8FnOls|aid6n-}, d = 34, i = 11
ASIS{P1e8BZ_-5sy0NNse8B?cE1ywfeQOHHoXBbX2@Pfo}, d = 34, i = 11
ASIS{P2!A4tZzr1zQKNTt?MrJu8WV-}iWOqqcykLhWgU8}, d = 34, i = 11
ASIS{P2!XzMeO0EL{IjTeup3Q@zyZoj}DF!J|nNlAU9w?}, d = 34, i = 11
ASIS{P2b9Ck}35cq6iNT|qRBs2v6@b@2MtMIayDhJ-cyy}, d = 34, i = 11
ASIS{P2gX-6E7zZ7tiggSRb-?1VqNQdS2a1@ocZMbXE?!}, d = 34, i = 11
ASIS{P2mMppQtvESMBDRDeSvXmsRo@2_|-8G@2P7}sEeB}, d = 34, i = 11
ASIS{P362eteR5AnoitB8R-ZkdqnNPg}sFrNgLMq?yMwL}, d = 34, i = 11
ASIS{P3I}LB5{_kg9s_kcRS3WSlsRQLH5kcO@RPidBQtc}, d = 34, i = 11
ASIS{P3S04D3N2-rMqMT@}ECH?kheQ-QSw3uKJJm3?lTs}, d = 34, i = 11
ASIS{P3i3B}k@_{EB|8FRPG3ezV0Y_xH@i{|l!P1VFbUT}, d = 34, i = 11
ASIS{P4?YCtyhmQ|1Atj7Pe3gICN33k-gr_ct_PDumfHl}, d = 34, i = 11
ASIS{P4JfKoSuJB@mgAY3IS9W0{qN-pVAC}OAEPYNhr_d}, d = 34, i = 11
ASIS{P4_jJQPdXO9JJ1ly7p3c|bgPBppSsXO7oUfQmFIF}, d = 34, i = 11
ASIS{P4gvp}j24@3giRGQRNFap{oOyQxl2uhpq-{3j5nD}, d = 34, i = 11
ASIS{P4yIgths-BffqkuZgSDAD!hN_xZg-?@--6p3143q}, d = 34, i = 11
ASIS{P5!v4n7F|S7BMbJhBZBfjj{1ypnz9gW7a!_ghDg!}, d = 34, i = 11
ASIS{P5E2PEQ|?iM_FqJoRbn@N2jP6Ruht4OQ_LU4V@Rm}, d = 34, i = 11
ASIS{P65N!WFICBUA-NJUxocT7cTKGp5wvxMZbn8NlEnV}, d = 34, i = 11
ASIS{P6AjjqOyis__zUBn{nbLT1GGmYoMwoLr_-!FPmnv}, d = 34, i = 11
ASIS{P6KaIt}ymnzWWNIoR@H57f0xeyjtOjhUpwdfMabO}, d = 34, i = 11
ASIS{P6N5VeAl5Wb3}bGGHGT0gT!6_kmK|K|z_EaCsENE}, d = 34, i = 11
ASIS{P6Vkrm3CUQ7?QCHps3I_dzAH_pu}59iXKPj1AHSd}, d = 34, i = 11
ASIS{P6_cvt3tBcPZwzP5eUWmAD0NWsQ8WkVA|DdusBGb}, d = 34, i = 11
ASIS{P7CE!C3!5g7zb|dpioyAX!DaVLZqF_AfHSr7DxMr}, d = 34, i = 11
ASIS{P8!K3htzt|UlsTW2RqMnB2j__9HVWzn7kwELsEM-}, d = 34, i = 11
ASIS{P8Fb|6wjp?UedB|yj|dc7-!NRK-smAoZd8rhcRnj}, d = 34, i = 11
ASIS{P8bV_LcBB|@ezMPexVCA72_ia4HqB3qr9llP-jnT}, d = 34, i = 11
ASIS{P9jK8BYQ@Ejbi4l4fpYlM1rQ|uj!ab{@w}VKsNBT}, d = 34, i = 11
ASIS{P9tv4vC8aPkPI7egnI3c9J}GcWRlX{a{_7W}wo3P}, d = 34, i = 11
ASIS{P?WaXB!J5pSWqkX_9ML}Jd}6_34i8YClXUr3ZCNZ}, d = 34, i = 11
ASIS{P?j8d!bg4E7-kJQLb|EYaQwNFYrStZnoQ6aQOZME}, d = 34, i = 11
ASIS{P@5fHgzd5R7yQN!tq!l5N9{7_S4LYX47IKZ?oQ8c}, d = 34, i = 11
ASIS{P@@b5z-35PHtxiuShFNcL6@l4P4SiTfz?bR39hLA}, d = 34, i = 11
ASIS{P@K24b3cA4OLiQowLVA4MtsjivF1G@crawrcbddI}, d = 34, i = 11
ASIS{P@OvOtCMycZWkM{IRU3oqHarw!M_3r8}HPGPjyev}, d = 34, i = 11
ASIS{P@Uv2tsUU9Ql6oF|m!At|p0U?W1WX5brPerF1AFe}, d = 34, i = 11
ASIS{PA!0F53PyExE?d9}C_uGj6X1J|kS3Z8DUghBNNkT}, d = 34, i = 11
ASIS{PA!w8Of3EDA0{NrWi?8vTN0X8iCY99FrbdqaXElg}, d = 34, i = 11
ASIS{PA?smdW_GcbOYigeFZ3uSkrQUQsGH9OxzPYdTMrc}, d = 34, i = 11
ASIS{PAyeF!D9xEK1i1!uxBu1k1ri_uj|R19?TEV}zEK7}, d = 34, i = 11
ASIS{PBAqctH0zklAiSTQU63{sPXs0Mg7YTo9RcW3Xwy{}, d = 34, i = 11
ASIS{PBNDSod_NSEGF9Ke6Wd@o1wYqF3Ry_WrFTq|1Qb6}, d = 34, i = 11
ASIS{PB{eM!i@jt7YCMjWRmx3iGk2-?}S2rRrL7rAp2eS}, d = 34, i = 11
ASIS{PC!HIMFlo0yqXIsERudqpL0wgmkkMN}Yl2Hrs?_T}, d = 34, i = 11
ASIS{PCFm|tbrT@nj32I5ok7lsWnzy0ZmWkOrImAks6DT}, d = 34, i = 11
ASIS{PCV@bttrg3rDiDnFR@PA3M0Ik1vV1a2r-lBZ0Qz!}, d = 34, i = 11
ASIS{PD!02HY_fEub-syZR9?gbcA3DT@M6f0gsrm32_PG}, d = 34, i = 11
ASIS{PD!vf-3oHp}}juMHKR_?OKAFPp5-?qP4_iR5?x?2}, d = 34, i = 11
ASIS{PD9UEt3_?lso-oF{@esD7x-LbBwlAz{rBhttctRz}, d = 34, i = 11
ASIS{PDs-0B3huapyH!jHLSxMZG0tjr4SZoBj5z2P|@2U}, d = 34, i = 11
ASIS{PE!hh6w@CE{Y70GrWS7ghE0RCXqc0mIrjD7vpZP7}, d = 34, i = 11
ASIS{PE3Uuy}_dB2ew|PZiSPq7_Q2Bu-rqAgbmr98{}nT}, d = 34, i = 11
ASIS{PE6iju3NKaIMzNTzrDBF7@GtEfSSzqTP|8JffJ{p}, d = 34, i = 11
ASIS{PEGM4MJi|vkyeGTelm@xGPo5UGxSk_uGpQ-EYxQU}, d = 34, i = 11
ASIS{PEfUXu7_TGdLJiTTpIZ8|n{u7gtGoM{7}gPLsNnT}, d = 34, i = 11
ASIS{PEgaof7_!EptwukL!B3HujJNmtltwIwrXowdc_Jr}, d = 34, i = 11
ASIS{PF!KORODwZowSZTVz8iPT9@vDTJS?eFA_y-{s_sV}, d = 34, i = 11
ASIS{PFABMgJq5}1bc2n3y5CtZC}NZF26nMASxNr3FEA?}, d = 34, i = 11
ASIS{PF|GA{9P|TMd876eA5Ocb1iX|kf}tto{tZJOYWrT}, d = 34, i = 11
ASIS{PG5e8O?I5hp_B|TWloEzNA3QOVkGTSOHLHDm}EFl}, d = 34, i = 11
ASIS{PGJvSt|89Trmib|_YivlK6064fOlA_kmTDMjT_O2}, d = 34, i = 11
ASIS{PH!c|NZmWEsb5|{TYMZu7EdGHC|?A6FJ_L}gS@BT}, d = 34, i = 11
ASIS{PH!pzvJiGHNeifFhwQN8x17v61V8V1orOPuNDamA}, d = 34, i = 11
ASIS{PH7Sbes_?qoDibIo3-3uf-hJhoN79Qr!HPk3l63e}, d = 34, i = 11
ASIS{PI!{4Z-26h7j_tx4iodi8PdV1m?-yq|3a{VKFMnT}, d = 34, i = 11
ASIS{PIFW1}-g1z?Ginx5R-9Z2gQNgXirL8OB_{MHvKgO}, d = 34, i = 11
ASIS{PIqvnhJH2i6vi?RN{NUbiH0L-Je2t6rrz4HtC2wY}, d = 34, i = 11
ASIS{PIrT4bx08Uu5{8TmTK109NqP_pIObBdP}OI2Q0fT}, d = 34, i = 11
ASIS{PJ!7w700!DiJvueY8y3!78Yo_?VF1gGU_iLvQmor}, d = 34, i = 11
ASIS{PJ!Rpw0aI!z-NiTZR|H|M60|Jx5yC_?FjUe0Ddxl}, d = 34, i = 11
ASIS{PJ!wtBBP-E}S8QtbEPDcn1FXwhp8thBWACO8lAZN}, d = 34, i = 11
ASIS{PJ7lQh3U}{py3L8?@XwaaBezw|4S|l9W_Y-s3ENE}, d = 34, i = 11
ASIS{PK3X0Pu_jYm4iTvq7}@Ca9}G_A4JjoU?d}r-Pq|t}, d = 34, i = 11
ASIS{PKSF!eQk5?Vf4?5JRPXqY?fJD6FxGU}a_dT3CEj8}, d = 34, i = 11
ASIS{PKbO3t5H1hGqZktZhc3A7BHR_GfPt{ih7X?cDodf}, d = 34, i = 11
ASIS{PKgXrz4?vHhuAH8e|FUcC9ljfZUSjeO58zwjz_n}}, d = 34, i = 11
ASIS{PK|l3JxUc9OgiKTsiwtziaUxs84PTVCaW7r3DQ7H}, d = 34, i = 11
ASIS{PLD1@KgLy1IwO3T@qejEy5TaXrWS?0@rKProgw3L}, d = 34, i = 11
ASIS{PLlzctJ9bfi_nD}L9!LUt6x6W068@6OpffC2uynT}, d = 34, i = 11
ASIS{PLmsyHU{5EpEzNkelm2QI0Egh3qX}_EFi9hbzLiF}, d = 34, i = 11
ASIS{PN@YCWbEYEbUQ1TV4HstgL0HG66B2hrm8jruXqnC}, d = 34, i = 11
ASIS{PNtOCV3Hz!YFMotHiahccmLj_?6GtqgWEZF_jELv}, d = 34, i = 11
ASIS{PNtOmF6_AE99mHWehSx{3VLQuJIwQ{CA{TFSsIzo}, d = 34, i = 11
ASIS{PN{Idain6bfibGhbwC9aiYzLTTfSuBO}NPL3rE7z}, d = 34, i = 11
ASIS{PO--Tt1_pgXLoNNM_BJ6yJ6XhdOdY_1rPylnA!OC}, d = 34, i = 11
ASIS{POZl0?@XVsU_!lBei2sKuM4dYwKMCmOD9mrm2JeT}, d = 34, i = 11
ASIS{PO_}}IUZjEoTiZUCBEoFzZzqYk97{o87Sjr3RwhT}, d = 34, i = 11
ASIS{PP!C4yuJjAt_bOl8XUwwJoi|-ZGW8L05_A@czEjA}, d = 34, i = 11
ASIS{PP!J4arEgD}_iMgED9HhLpeYw4XxMqArkgQ|NRGP}, d = 34, i = 11
ASIS{PPBwixnxuP7P2BTssIZcU6}g@7t-_hUrWuuK1Cn{}, d = 34, i = 11
ASIS{PPYU?N3Ag8QAuYNRW5vB{9_E_JbSE_-@uBtSaJNT}, d = 34, i = 11
ASIS{PPbYItK7Vu8R_J{6RVX0_2OHyd4FASuDYWqEsEIQ}, d = 34, i = 11
ASIS{PP|t4tGYDwU|WvTqHNsfD0!@04qoll6z1Qf3k8aT}, d = 34, i = 11
ASIS{PQW@cWRD5BDcRtDqZBNlKWfJ-pwUt_93QA_ps4yD}, d = 34, i = 11
ASIS{PQZgMDQ9eR-D{GTM7Zo|m10Na8im892aUE6isboY}, d = 34, i = 11
ASIS{PQt_P!UsOPl?HNUVV}UWA10yrCIltbOgFJ36_|j9}, d = 34, i = 11
ASIS{PR!v7BV1R{zL9gq4U_!U7wo4R}|nb_6q9xhI7UNT}, d = 34, i = 11
ASIS{PR8X5H?_5LV6G@0bRflc!tMcHWFFJWwKiNmgdIdT}, d = 34, i = 11
ASIS{PRMMS{AMhEOdt{JI7Po|8W7qj|GutHcrWtQKszlT}, d = 34, i = 11
ASIS{PRN}gr3t5GKP4N{vdXMV-y0z8?PEh0XL2urK?hFt}, d = 34, i = 11
ASIS{PRYCZPp_KhG{lv8QfHh7?Z{fWpcNvfkj_DA3nAmT}, d = 34, i = 11
ASIS{PSNJKo0OYT@Om8n0_JxOFtCNGvGSV2OJ-96cNqnT}, d = 34, i = 11
ASIS{PST4rH-_21iSLBTfgQVuroXU3d4kzCrciPrwY!-g}, d = 34, i = 11
ASIS{PSV?htehP67VbNaH2q09L90ZJKhPbs}R3wOXsGXQ}, d = 34, i = 11
ASIS{PT8uBt34ZSPDy1xfqIx7LO0zV|m{t_XCKblluj1F}, d = 34, i = 11
ASIS{PTAvkt8?yrzaBNi9SY1TZH1TZRu{h_YdTPmhoV_b}, d = 34, i = 11
ASIS{PTpYWeu_HECCV-KhlpL@7E1NPb@|QB1HggS3K2JL}, d = 34, i = 11
ASIS{PTsjIEE_YmD}aCAvdsj@QEvk}dFnY5Or9|!osGUT}, d = 34, i = 11
ASIS{PTy{4E-yi3q?3}KCYQ7xAivN}p2gvl9U_qNgYE@q}, d = 34, i = 11
